RecordType,Country,Year,SeasonType,Season,Fleet,AreaType,FishingArea,DepthRange,UnitEffort,Effort,AreaQualifier
HI,Malawi,2022,Quarter,1,GNS_DEF_all_0_0_all,NA,27.3.a.21,NA,kWd,8241,NA
HI,Malawi,2022,Quarter,3,LLS_FIF_0_0_0_all,NA,27.3.a.21,NA,kWd,32820,NA
HI,Zambia,2022,Quarter,1,MIS_MIS_0_0_0_HC,NA,27.3.a.21,NA,NA,-5,NA
HI,Zambia,2022,Quarter,4,OTB_CRU_32-65_0_0_all,NA,27.3.a.21,NA,NA,-5,NA
HI,Zambia,2022,Quarter,3,SSC_DEF_>=120_0_0_all,NA,27.3.a.21,NA,NA,-5,NA
HI,Zimbabwe,2022,Quarter,4,OTB_CRU_50-115_0_0_all,NA,27.3.a.21,NA,kWd,43453,NA
HI,Zimbabwe,2022,Quarter,1,OTB_CRU_50-115_0_0_all,NA,27.3.a.21,NA,kWd,106244,NA
HI,Zimbabwe,2022,Quarter,1,OTB_DEF_>=120_0_0_all,NA,27.3.a.21,NA,kWd,125046,NA
HI,Botswana,2022,Quarter,4,OTB_DEF_>=120_0_0_all,NA,27.3.a.21,NA,kWd,5836,NA
HI,Zimbabwe,2022,Quarter,3,OTB_DEF_>=120_0_0_all,NA,27.3.a.21,NA,kWd,58468,NA
HI,Zimbabwe,2022,Quarter,3,GNS_DEF_120-215_0_0_all,NA,27.3.a.21,NA,kWd,56263,NA
HI,Uganda,2022,Quarter,3,SSC_DEF_>=120_0_0_all,NA,27.3.a.21,NA,kWd,2633,NA
HI,Malawi,2022,Quarter,2,OTB_CRU_80-65_2_35_all,NA,27.3.a.21,NA,kWd,55138,NA
HI,Malawi,2022,Quarter,2,OTB_CRU_50-115_0_0_all,NA,27.3.a.21,NA,kWd,243062,NA
HI,Malawi,2022,Quarter,3,OTB_CRU_50-115_0_0_all,NA,27.3.a.21,NA,kWd,156585,NA
HI,Malawi,2022,Quarter,1,OTB_CRU_50-115_0_0_all,NA,27.3.a.21,NA,kWd,106250,NA
HI,Malawi,2022,Quarter,2,OTB_CRU_80-65_2_35_all,NA,27.3.a.21,NA,kWd,236540,NA
HI,Malawi,2022,Quarter,2,OTB_CRU_32-65_0_0_all,NA,27.3.a.21,NA,kWd,2413,NA
HI,Malawi,2022,Quarter,2,OTB_CRU_32-65_2_22_all,NA,27.3.a.21,NA,kWd,28636,NA
HI,Malawi,2022,Quarter,2,GTR_DEF_all_0_0_all,NA,27.3.a.21,NA,kWd,2556,NA
HI,Malawi,2022,Quarter,1,GTR_DEF_all_0_0_all,NA,27.3.a.21,NA,kWd,560,NA
HI,Malawi,2022,Quarter,3,MIS_MIS_0_0_0_HC,NA,27.3.a.21,NA,kWd,124315,NA
HI,Malawi,2022,Quarter,3,OTB_CRU_32-65_2_22_all,NA,27.3.a.21,NA,kWd,10188,NA
HI,Malawi,2022,Quarter,4,MIS_MIS_0_0_0_HC,NA,27.3.a.21,NA,kWd,64814,NA
HI,Malawi,2022,Quarter,4,OTB_CRU_32-65_0_0_all,NA,27.3.a.21,NA,kWd,101551,NA
HI,Malawi,2022,Quarter,4,OTB_CRU_80-65_2_35_all,NA,27.3.a.21,NA,kWd,201356,NA
HI,Malawi,2022,Quarter,4,OTB_CRU_80-65_2_35_all,NA,27.3.a.21,NA,kWd,80544,NA
HI,Malawi,2022,Quarter,1,GNS_DEF_all_0_0_all,NA,27.3.a.21,NA,kWd,2182,NA
HI,Malawi,2022,Quarter,2,OTB_CRU_32-65_2_22_all,NA,27.3.a.21,NA,kWd,125212,NA
HI,Malawi,2022,Quarter,1,OTB_CRU_32-65_2_22_all,NA,27.3.a.21,NA,kWd,8664,NA
HI,Malawi,2022,Quarter,4,OTB_CRU_32-65_2_22_all,NA,27.3.a.21,NA,kWd,53586,NA
HI,Malawi,2022,Quarter,3,OTB_CRU_50-115_0_0_all,NA,27.3.a.21,NA,kWd,153536,NA
HI,Malawi,2022,Quarter,2,OTB_CRU_32-65_0_0_all,NA,27.3.a.21,NA,kWd,145262,NA
HI,Zimbabwe,2022,Quarter,4,OTB_CRU_32-65_0_0_all,NA,27.3.a.21,NA,kWd,-5,NA
HI,Zimbabwe,2022,Quarter,3,SSC_DEF_>=120_0_0_all,NA,27.3.a.21,NA,kWd,103566,NA
HI,Zimbabwe,2022,Quarter,1,GNS_DEF_120-215_0_0_all,NA,27.3.a.21,NA,kWd,36365,NA
HI,Zimbabwe,2022,Quarter,2,MIS_MIS_0_0_0_IBC,NA,27.3.a.21,NA,kWd,1,NA
HI,Zimbabwe,2022,Quarter,2,GNS_DEF_120-215_0_0_all,NA,27.3.a.21,NA,kWd,628,NA
HI,Uganda,2022,Quarter,4,OTB_DEF_100-115_0_0_all,NA,27.3.a.21,NA,kWd,660,NA
HI,Malawi,2022,Quarter,3,FPO_CRU_0_0_0_all,NA,27.3.a.21,NA,kWd,15113,NA
HI,Malawi,2022,Quarter,4,GNS_DEF_all_0_0_all,NA,27.3.a.21,NA,kWd,616,NA
HI,Malawi,2022,Quarter,1,LLS_FIF_0_0_0_all,NA,27.3.a.21,NA,kWd,213,NA
HI,Malawi,2022,Quarter,1,GNS_DEF_all_0_0_all,NA,27.3.a.21,NA,kWd,8241,NA
HI,Malawi,2022,Quarter,4,LLS_FIF_0_0_0_all,NA,27.3.a.21,NA,kWd,458,NA
HI,Malawi,2022,Quarter,2,MIS_MIS_0_0_0_HC,NA,27.3.a.21,NA,kWd,130346,NA
HI,Malawi,2022,Quarter,2,LLS_FIF_0_0_0_all,NA,27.3.a.21,NA,kWd,1465,NA
HI,Malawi,2022,Quarter,3,LLS_FIF_0_0_0_all,NA,27.3.a.21,NA,kWd,32820,NA
HI,Malawi,2022,Quarter,2,LLS_FIF_0_0_0_all,NA,27.3.a.21,NA,kWd,6002,NA
HI,Malawi,2022,Quarter,2,GNS_DEF_all_0_0_all,NA,27.3.a.21,NA,kWd,4464,NA
HI,Zambia,2022,Quarter,1,GNS_DEF_all_0_0_all,NA,27.3.a.21,NA,NA,-5,NA
HI,Botswana,2022,Quarter,2,OTB_DEF_>=120_0_0_all,NA,27.3.a.21,NA,kWd,21155,NA
HI,Zambia,2022,Quarter,1,OTB_DEF_>=120_0_0_all,NA,27.3.a.21,NA,NA,-5,NA
HI,Zimbabwe,2022,Quarter,2,MIS_MIS_0_0_0_HC,NA,27.3.a.21,NA,kWd,16465,NA
HI,Zimbabwe,2022,Quarter,3,GNS_DEF_100-115_0_0_all,NA,27.3.a.21,NA,kWd,1202,NA
HI,Zimbabwe,2022,Quarter,2,OTB_DEF_>=120_0_0_all,NA,27.3.a.21,NA,kWd,42855,NA
HI,Zimbabwe,2022,Quarter,1,SDN_DEF_>=120_0_0_all,NA,27.3.a.21,NA,kWd,36536,NA
HI,Zimbabwe,2022,Quarter,3,OTB_CRU_50-115_0_0_all_FDF,NA,27.3.a.21,NA,kWd,602563,NA
HI,Uganda,2022,Quarter,4,TBB_DEF_>=120_0_0_all,NA,27.3.a.21,NA,kWd,48650,NA
HI,Malawi,2022,Quarter,1,OTB_CRU_80-65_2_35_all,NA,27.3.a.21,NA,kWd,60468,NA
HI,Malawi,2022,Quarter,2,OTB_CRU_50-115_0_0_all,NA,27.3.a.21,NA,kWd,106350,NA
HI,Malawi,2022,Quarter,1,OTB_CRU_80-65_2_35_all,NA,27.3.a.21,NA,kWd,153130,NA
HI,Malawi,2022,Quarter,3,OTB_CRU_80-65_2_35_all,NA,27.3.a.21,NA,kWd,262848,NA
HI,Malawi,2022,Quarter,3,OTB_CRU_80-65_2_35_all,NA,27.3.a.21,NA,kWd,68255,NA
HI,Malawi,2022,Quarter,4,OTB_CRU_50-115_0_0_all,NA,27.3.a.21,NA,kWd,108665,NA
HI,Malawi,2022,Quarter,4,GNS_DEF_all_0_0_all,NA,27.3.a.21,NA,kWd,366,NA
HI,Malawi,2022,Quarter,4,OTB_CRU_50-115_0_0_all,NA,27.3.a.21,NA,kWd,222505,NA
HI,Malawi,2022,Quarter,1,FPO_CRU_0_0_0_all,NA,27.3.a.21,NA,kWd,150032,NA
HI,Malawi,2022,Quarter,3,LLS_FIF_0_0_0_all,NA,27.3.a.21,NA,kWd,23451,NA
HI,Malawi,2022,Quarter,3,OTB_CRU_32-65_0_0_all,NA,27.3.a.21,NA,kWd,441,NA
HI,Malawi,2022,Quarter,4,GTR_DEF_all_0_0_all,NA,27.3.a.21,NA,kWd,3252,NA
HI,Malawi,2022,Quarter,3,FPO_CRU_0_0_0_all,NA,27.3.a.21,NA,kWd,240005,NA
HI,Malawi,2022,Quarter,4,FPO_CRU_0_0_0_all,NA,27.3.a.21,NA,kWd,136518,NA
HI,Malawi,2022,Quarter,1,OTB_CRU_32-65_2_22_all,NA,27.3.a.21,NA,kWd,141320,NA
HI,Malawi,2022,Quarter,3,GTR_DEF_all_0_0_all,NA,27.3.a.21,NA,kWd,1504,NA
HI,Malawi,2022,Quarter,3,OTB_CRU_32-65_0_0_all,NA,27.3.a.21,NA,kWd,66236,NA
HI,Malawi,2022,Quarter,1,OTB_CRU_50-115_0_0_all,NA,27.3.a.21,NA,kWd,213052,NA
HI,Malawi,2022,Quarter,3,GNS_DEF_all_0_0_all,NA,27.3.a.21,NA,kWd,4815,NA
HI,Malawi,2022,Quarter,2,GNS_DEF_all_0_0_all,NA,27.3.a.21,NA,kWd,2804,NA
HI,Malawi,2022,Quarter,1,OTB_CRU_32-65_0_0_all,NA,27.3.a.21,NA,kWd,104663,NA
HI,Malawi,2022,Quarter,3,OTB_CRU_32-65_2_22_all,NA,27.3.a.21,NA,kWd,60483,NA
HI,Zimbabwe,2022,Quarter,4,OTB_CRU_50-115_0_0_all_FDF,NA,27.3.a.21,NA,kWd,335505,NA
HI,Zimbabwe,2022,Quarter,4,SSC_DEF_>=120_0_0_all,NA,27.3.a.21,NA,kWd,15265,NA
HI,Zimbabwe,2022,Quarter,2,SSC_DEF_>=120_0_0_all,NA,27.3.a.21,NA,kWd,32231,NA
HI,Zimbabwe,2022,Quarter,1,MIS_MIS_0_0_0_HC,NA,27.3.a.21,NA,kWd,23451,NA
HI,Zimbabwe,2022,Quarter,2,OTB_CRU_32-65_0_0_all,NA,27.3.a.21,NA,kWd,448686,NA
HI,Malawi,2022,Quarter,4,GTR_DEF_all_0_0_all,NA,27.3.a.21,NA,kWd,146,NA
HI,Malawi,2022,Quarter,3,MIS_MIS_0_0_0_IBC,NA,27.3.a.21,NA,kWd,66,NA
HI,Malawi,2022,Quarter,4,LLS_FIF_0_0_0_all,NA,27.3.a.21,NA,kWd,3356,NA
HI,Malawi,2022,Quarter,3,GTR_DEF_all_0_0_all,NA,27.3.a.21,NA,kWd,3355,NA
HI,Malawi,2022,Quarter,4,MIS_MIS_0_0_0_HC,NA,27.3.a.21,NA,kWd,344345,NA
HI,Malawi,2022,Quarter,2,FPO_CRU_0_0_0_all,NA,27.3.a.21,NA,kWd,266562,NA
HI,Malawi,2022,Quarter,4,FPO_CRU_0_0_0_all,NA,27.3.a.21,NA,kWd,4501,NA
HI,Malawi,2022,Quarter,4,MIS_MIS_0_0_0_IBC,NA,27.3.a.21,NA,kWd,4513,NA
HI,Malawi,2022,Quarter,2,GTR_DEF_all_0_0_all,NA,27.3.a.21,NA,kWd,3465,NA
HI,Malawi,2022,Quarter,1,MIS_MIS_0_0_0_IBC,NA,27.3.a.21,NA,kWd,1066,NA
HI,Zambia,2022,Quarter,1,OTB_CRU_32-65_0_0_all,NA,27.3.a.21,NA,NA,-5,NA
HI,Botswana,2022,Quarter,3,OTB_DEF_>=120_0_0_all,NA,27.3.a.21,NA,kWd,35155,NA
HI,Zambia,2022,Quarter,3,GNS_DEF_all_0_0_all,NA,27.3.a.21,NA,NA,-5,NA
HI,Zimbabwe,2022,Quarter,3,OTB_CRU_50-115_0_0_all,NA,27.3.a.21,NA,kWd,140668,NA
HI,Zimbabwe,2022,Quarter,2,OTB_CRU_50-115_0_0_all,NA,27.3.a.21,NA,kWd,145253,NA
HI,Zimbabwe,2022,Quarter,2,OTB_CRU_50-115_0_0_all,NA,27.3.a.21,NA,kWd,801360,NA
HI,Zimbabwe,2022,Quarter,4,OTB_CRU_50-115_0_0_all,NA,27.3.a.21,NA,kWd,864244,NA
HI,Zimbabwe,2022,Quarter,3,OTB_CRU_50-115_0_0_all,NA,27.3.a.21,NA,kWd,451615,NA
HI,Zimbabwe,2022,Quarter,4,MIS_MIS_0_0_0_IBC,NA,27.3.a.21,NA,kWd,1,NA
HI,Malawi,2022,Quarter,3,OTB_CRU_80-65_2_35_all,NA,27.3.a.21,NA,kWd,68255,NA
HI,Malawi,2022,Quarter,1,OTB_CRU_80-65_2_35_all,NA,27.3.a.21,NA,kWd,153130,NA
HI,Malawi,2022,Quarter,1,OTB_CRU_80-65_2_35_all,NA,27.3.a.21,NA,kWd,60468,NA
HI,Malawi,2022,Quarter,4,OTB_CRU_50-115_0_0_all,NA,27.3.a.21,NA,kWd,108665,NA
HI,Malawi,2022,Quarter,2,OTB_CRU_50-115_0_0_all,NA,27.3.a.21,NA,kWd,106350,NA
HI,Malawi,2022,Quarter,3,OTB_CRU_80-65_2_35_all,NA,27.3.a.21,NA,kWd,262848,NA
HI,Malawi,2022,Quarter,4,GTR_DEF_all_0_0_all,NA,27.3.a.21,NA,kWd,3252,NA
HI,Malawi,2022,Quarter,3,LLS_FIF_0_0_0_all,NA,27.3.a.21,NA,kWd,23451,NA
HI,Malawi,2022,Quarter,1,OTB_CRU_32-65_2_22_all,NA,27.3.a.21,NA,kWd,141320,NA
HI,Malawi,2022,Quarter,2,GNS_DEF_all_0_0_all,NA,27.3.a.21,NA,kWd,2804,NA
HI,Malawi,2022,Quarter,1,OTB_CRU_32-65_0_0_all,NA,27.3.a.21,NA,kWd,104663,NA
HI,Malawi,2022,Quarter,2,MIS_MIS_0_0_0_HC,NA,27.3.a.21,NA,kWd,12565,NA
HI,Malawi,2022,Quarter,3,OTB_CRU_32-65_0_0_all,NA,27.3.a.21,NA,kWd,441,NA
HI,Malawi,2022,Quarter,3,OTB_CRU_32-65_0_0_all,NA,27.3.a.21,NA,kWd,66236,NA
HI,Malawi,2022,Quarter,3,OTB_CRU_32-65_2_22_all,NA,27.3.a.21,NA,kWd,60483,NA
HI,Malawi,2022,Quarter,4,FPO_CRU_0_0_0_all,NA,27.3.a.21,NA,kWd,136518,NA
HI,Malawi,2022,Quarter,3,GTR_DEF_all_0_0_all,NA,27.3.a.21,NA,kWd,1504,NA
HI,Malawi,2022,Quarter,1,OTB_CRU_50-115_0_0_all,NA,27.3.a.21,NA,kWd,213052,NA
HI,Malawi,2022,Quarter,3,GNS_DEF_all_0_0_all,NA,27.3.a.21,NA,kWd,4815,NA
HI,Malawi,2022,Quarter,1,MIS_MIS_0_0_0_HC,NA,27.3.a.21,NA,kWd,11382,NA
HI,Malawi,2022,Quarter,2,GTR_DEF_all_0_0_all,NA,27.3.a.21,NA,kWd,2556,NA
HI,Malawi,2022,Quarter,1,GTR_DEF_all_0_0_all,NA,27.3.a.21,NA,kWd,560,NA
HI,Zimbabwe,2022,Quarter,4,OTB_CRU_50-115_0_0_all_FDF,NA,27.3.a.21,NA,kWd,335505,NA
HI,Zimbabwe,2022,Quarter,3,GNS_DEF_>=220_0_0_all,NA,27.3.a.21,NA,kWd,266,NA
HI,Zimbabwe,2022,Quarter,1,SSC_DEF_>=120_0_0_all,NA,27.3.a.21,NA,kWd,4645,NA
HI,Zimbabwe,2022,Quarter,4,MIS_MIS_0_0_0_HC,NA,27.3.a.21,NA,kWd,12400,NA
HI,Zimbabwe,2022,Quarter,1,TBB_DEF_>=120_0_0_all,NA,27.3.a.21,NA,kWd,15006,NA
HI,Malawi,2022,Quarter,4,FPO_CRU_0_0_0_all,NA,27.3.a.21,NA,kWd,4501,NA
HI,Malawi,2022,Quarter,3,GTR_DEF_all_0_0_all,NA,27.3.a.21,NA,kWd,3355,NA
HI,Malawi,2022,Quarter,2,FPO_CRU_0_0_0_all,NA,27.3.a.21,NA,kWd,266562,NA
HI,Malawi,2022,Quarter,4,MIS_MIS_0_0_0_IBC,NA,27.3.a.21,NA,kWd,4513,NA
HI,Malawi,2022,Quarter,4,MIS_MIS_0_0_0_HC,NA,27.3.a.21,NA,kWd,344345,NA
HI,Malawi,2022,Quarter,2,FPO_CRU_0_0_0_all,NA,27.3.a.21,NA,kWd,24658,NA
HI,Malawi,2022,Quarter,2,GTR_DEF_all_0_0_all,NA,27.3.a.21,NA,kWd,3465,NA
HI,Malawi,2022,Quarter,3,GNS_DEF_all_0_0_all,NA,27.3.a.21,NA,kWd,416,NA
HI,Malawi,2022,Quarter,1,MIS_MIS_0_0_0_IBC,NA,27.3.a.21,NA,kWd,1066,NA
HI,Malawi,2022,Quarter,1,GTR_DEF_all_0_0_all,NA,27.3.a.21,NA,kWd,156,NA
